month,blockchain,token,ref_code,dr_usd,source
2025-11-01,ethereum,sUSDC,128,597513.8396230681,susds_susdc
2025-11-01,ethereum,sUSDC,186,401.0667628031245,susds_susdc
2025-11-01,ethereum,sUSDC,188,7109.814720105463,susds_susdc
2025-11-01,ethereum,sUSDC,190,0.0046872251107515,susds_susdc
2025-11-01,ethereum,sUSDC,192,0.0002433962944695,susds_susdc
2025-11-01,ethereum,sUSDC,194,0.4280277829784689,susds_susdc
2025-11-01,ethereum,sUSDC,195,8105.6148375289185,susds_susdc
2025-11-01,ethereum,sUSDC,1017,33.63291182582887,susds_susdc
2025-11-01,ethereum,sUSDS,0,1684.779797365637,susds_susdc
2025-11-01,ethereum,sUSDS,1,67629.95958287499,susds_susdc
2025-11-01,ethereum,sUSDS,99,810733.6837089555,susds_susdc
2025-11-01,ethereum,sUSDS,128,178428.34703419916,susds_susdc
2025-11-01,ethereum,sUSDS,183,20843.09252984991,susds_susdc
2025-11-01,ethereum,sUSDS,186,37.37366675133504,susds_susdc
2025-11-01,ethereum,sUSDS,303,0.0021054879009143,susds_susdc
2025-11-01,ethereum,sUSDS,1001,1293.6081534121804,susds_susdc
2025-11-01,ethereum,sUSDS,1002,3047.437156898325,susds_susdc
2025-11-01,ethereum,sUSDS,1003,56027.44879472319,susds_susdc
2025-11-01,ethereum,sUSDS,1004,1540.3776603997917,susds_susdc
2025-11-01,ethereum,sUSDS,1007,862.2541941247569,susds_susdc
2025-11-01,ethereum,sUSDS,1015,1.5310498330077433e-05,susds_susdc
2025-11-01,ethereum,sUSDS,13425,0.0001925275010213,susds_susdc
2025-11-01,ethereum,spETH,-999999,0.0,sp
2025-11-01,ethereum,spETH,128,0.0,sp
2025-11-01,ethereum,spETH,186,0.0,sp
2025-11-01,ethereum,spUSDC,128,52909.030304127926,sp
2025-11-01,ethereum,spUSDC,131,0.3292901557550842,sp
2025-11-01,ethereum,spUSDC,186,0.4395303322862366,sp
2025-11-01,ethereum,spUSDC,198,1.1664625125273964,sp
2025-11-01,ethereum,spUSDT,128,35412.78173871799,sp
2025-11-01,ethereum,spUSDT,130,12.839958648873226,sp
2025-11-01,ethereum,spUSDT,186,11.634438972936987,sp
2025-11-01,ethereum,spUSDT,198,0.5165882380453045,sp
2025-11-01,ethereum,stUSDS,-999999,38392.691127747945,stusds
2025-11-01,ethereum,stUSDS,0,64.43892638482573,stusds
2025-11-01,ethereum,stUSDS,1,2822.8590953099074,stusds
2025-11-01,ethereum,stUSDS,197,17563.940935724222,stusds
2025-11-01,optimism,sUSDC,127,118.68323499597328,susds_susdc
2025-11-01,optimism,sUSDC,128,33253.06526656916,susds_susdc
2025-11-01,optimism,sUSDC,194,0.0937174007772236,susds_susdc
2025-11-01,optimism,sUSDC,1017,2.687017671965101e-06,susds_susdc
2025-11-01,optimism,sUSDS,1,39.213583845503216,psm3
2025-11-01,optimism,sUSDS,99,16777.760665053564,psm3
2025-11-01,optimism,sUSDS,128,8.628375329852513,psm3
2025-11-01,optimism,sUSDS,10000,3.927631214198182e-05,psm3
2025-11-01,optimism,sUSDS,10001,33371.8422216528,psm3
2025-11-01,unichain,sUSDC,0,2.8977018540612166e-10,susds_susdc
2025-11-01,unichain,sUSDC,127,745.4872770943979,susds_susdc
2025-11-01,unichain,sUSDC,128,4821.1558589657725,susds_susdc
2025-11-01,unichain,sUSDC,1017,0.0004483999295994,susds_susdc
2025-11-01,unichain,sUSDS,1,0.1047532426493739,psm3
2025-11-01,unichain,sUSDS,99,44627.32048229377,psm3
2025-11-01,unichain,sUSDS,128,0.2698938342190688,psm3
2025-11-01,unichain,sUSDS,10001,5566.643584460254,psm3
2025-12-01,arbitrum,sUSDC,0,1.6068558612250338e-05,susds_susdc
2025-12-01,arbitrum,sUSDC,127,1294.5463104570683,susds_susdc
2025-12-01,arbitrum,sUSDC,128,35827.57896155703,susds_susdc
2025-12-01,arbitrum,sUSDC,182,9.499619955818891e-06,susds_susdc
2025-12-01,arbitrum,sUSDC,190,0.0041166714700013,susds_susdc
2025-12-01,arbitrum,sUSDC,194,18.67592997181595,susds_susdc
2025-12-01,arbitrum,sUSDC,196,0.0226421504723424,susds_susdc
2025-12-01,arbitrum,sUSDC,1004,0.0054313768561293,susds_susdc
2025-12-01,arbitrum,sUSDC,1017,420.572212146,susds_susdc
2025-12-01,arbitrum,sUSDS,1,2043.392475339898,psm3
2025-12-01,arbitrum,sUSDS,2,7.981850294096041e-15,psm3
2025-12-01,arbitrum,sUSDS,99,12210.935864386018,psm3
2025-12-01,arbitrum,sUSDS,128,928.4687905841386,psm3
2025-12-01,arbitrum,sUSDS,171,0.0003330888827584,psm3
2025-12-01,arbitrum,sUSDS,1004,1.5963396035051964e-14,psm3
2025-12-01,arbitrum,sUSDS,3333,0.0018659129187282,psm3
2025-12-01,arbitrum,sUSDS,10000,31.00812998395064,psm3
2025-12-01,arbitrum,sUSDS,10001,37561.405629898894,psm3
2025-12-01,avalanche_c,spUSDC,128,38970.85004597621,sp
2025-12-01,avalanche_c,spUSDC,131,1207.044603831041,sp
2025-12-01,avalanche_c,spUSDC,190,21168.148342802862,sp
2025-12-01,avalanche_c,spUSDC,191,2910.805818727834,sp
2025-12-01,avalanche_c,spUSDC,198,3.4158980486346784e-05,sp
2025-12-01,base,sUSDC,0,0.061866430740192,susds_susdc
2025-12-01,base,sUSDC,127,66.81559289565531,susds_susdc
2025-12-01,base,sUSDC,128,4190.110027074137,susds_susdc
2025-12-01,base,sUSDC,129,0.6415203110271501,susds_susdc
2025-12-01,base,sUSDC,182,0.0289048664608306,susds_susdc
2025-12-01,base,sUSDC,190,2.3948053124683734e-20,susds_susdc
2025-12-01,base,sUSDC,194,0.1432089742328968,susds_susdc
2025-12-01,base,sUSDC,1004,0.0105596994352619,susds_susdc
2025-12-01,base,sUSDC,1017,13.099046226443756,susds_susdc
2025-12-01,base,sUSDS,1,730.5356576492214,psm3
2025-12-01,base,sUSDS,2,3.2485685634791637e-17,psm3
2025-12-01,base,sUSDS,99,105127.3144857266,psm3
2025-12-01,base,sUSDS,128,1082.0354014987963,psm3
2025-12-01,base,sUSDS,129,0.0004444596227240427,psm3
2025-12-01,base,sUSDS,170,1.6351254308636015e-05,psm3
2025-12-01,base,sUSDS,171,0.0021978741763451,psm3
2025-12-01,base,sUSDS,1004,7.007307365221373e-16,psm3
2025-12-01,base,sUSDS,1015,7.687402485289284e-05,psm3
2025-12-01,base,sUSDS,1017,3.493990709410585,psm3
2025-12-01,base,sUSDS,3333,0.9004645073841642,psm3
2025-12-01,base,sUSDS,9998,0.0020114294506207537,psm3
2025-12-01,base,sUSDS,10000,7.804183831881626,psm3
2025-12-01,base,sUSDS,10001,4270.910726478127,psm3
2025-12-01,ethereum,USDS,4001,33962.99398518113,usds_ref4001
2025-12-01,ethereum,USDS,9001,24700.58952445672,usds_aave
2025-12-01,ethereum,USDS-CLE,-999999,3043.5559059463835,farms
2025-12-01,ethereum,USDS-CLE,0,0.0005080705250888,farms
2025-12-01,ethereum,USDS-CLE,1,5954.684275045505,farms
2025-12-01,ethereum,USDS-CLE,128,8552.412126939242,farms
2025-12-01,ethereum,USDS-CLE,1001,110.7891302251548,farms
2025-12-01,ethereum,USDS-CLE,1002,0.7622554211480245,farms
2025-12-01,ethereum,USDS-SKY,-999999,9891.87562197515,farms
2025-12-01,ethereum,USDS-SKY,0,112.58876518670368,farms
2025-12-01,ethereum,USDS-SKY,1,29287.411609004823,farms
2025-12-01,ethereum,USDS-SKY,128,38222.92440579239,farms
2025-12-01,ethereum,USDS-SKY,1001,3955.47083572263,farms
2025-12-01,ethereum,USDS-SKY,1002,1.5282761394672093,farms
2025-12-01,ethereum,USDS-SKY,1007,3550.059439215305,farms
2025-12-01,ethereum,USDS-SKY,1016,179.02163663419003,farms
2025-12-01,ethereum,USDS-SKY,13425,1029.0974125257137,farms
2025-12-01,ethereum,USDS-SPK,-999999,643.1814057557209,farms
2025-12-01,ethereum,USDS-SPK,0,0.0015699379225244,farms
2025-12-01,ethereum,USDS-SPK,1,21642.304324748697,farms
2025-12-01,ethereum,USDS-SPK,128,286198.6848417128,farms
2025-12-01,ethereum,USDS-SPK,1007,2841.0698412168517,farms
2025-12-01,ethereum,sUSDC,0,44.67297535902088,susds_susdc
2025-12-01,ethereum,sUSDC,127,710.9630773004652,susds_susdc
2025-12-01,ethereum,sUSDC,128,603740.756690393,susds_susdc
2025-12-01,ethereum,sUSDC,186,651.2609611084864,susds_susdc
2025-12-01,ethereum,sUSDC,188,3055.578991801472,susds_susdc
2025-12-01,ethereum,sUSDC,190,51.46294883014548,susds_susdc
2025-12-01,ethereum,sUSDC,192,51102.2768753067,susds_susdc
2025-12-01,ethereum,sUSDC,194,0.3971058978792346,susds_susdc
2025-12-01,ethereum,sUSDC,195,7915.428521960411,susds_susdc
2025-12-01,ethereum,sUSDC,1017,64.091561898073,susds_susdc
2025-12-01,ethereum,sUSDS,0,1710.0469888584491,susds_susdc
2025-12-01,ethereum,sUSDS,1,94474.6539737601,susds_susdc
2025-12-01,ethereum,sUSDS,99,1128365.4817424607,susds_susdc
2025-12-01,ethereum,sUSDS,128,201853.93149201968,susds_susdc
2025-12-01,ethereum,sUSDS,183,24105.19436992559,susds_susdc
2025-12-01,ethereum,sUSDS,186,0.3910060072479991,susds_susdc
2025-12-01,ethereum,sUSDS,303,0.0021834072928839,susds_susdc
2025-12-01,ethereum,sUSDS,1001,1172.0421176153286,susds_susdc
2025-12-01,ethereum,sUSDS,1002,2396.5082700948165,susds_susdc
2025-12-01,ethereum,sUSDS,1003,87879.48181869819,susds_susdc
2025-12-01,ethereum,sUSDS,1004,3160.4675981231394,susds_susdc
2025-12-01,ethereum,sUSDS,1007,1879.538861816323,susds_susdc
2025-12-01,ethereum,sUSDS,1015,1.5877105585390156e-05,susds_susdc
2025-12-01,ethereum,sUSDS,1017,0.0079656813506977,susds_susdc
2025-12-01,ethereum,sUSDS,13425,0.0001996525126685,susds_susdc
2025-12-01,ethereum,spETH,-999999,0.0,sp
2025-12-01,ethereum,spETH,128,0.0,sp
2025-12-01,ethereum,spETH,190,0.0,sp
2025-12-01,ethereum,spPYUSD,128,7.152039171490666,sp
2025-12-01,ethereum,spPYUSD,132,0.0002692086274316,sp
2025-12-01,ethereum,spUSDC,128,101599.70398783982,sp
2025-12-01,ethereum,spUSDC,131,337.84064282737927,sp
2025-12-01,ethereum,spUSDC,186,51.43989551740268,sp
2025-12-01,ethereum,spUSDC,190,57.72048935295597,sp
2025-12-01,ethereum,spUSDC,198,0.4259716452368085,sp
2025-12-01,ethereum,spUSDC,202,0.8863052750922082,sp
2025-12-01,ethereum,spUSDT,128,60391.37925369183,sp
2025-12-01,ethereum,spUSDT,130,319.2808534108773,sp
2025-12-01,ethereum,spUSDT,186,315.9292206395478,sp
2025-12-01,ethereum,spUSDT,190,160.956200168216,sp
2025-12-01,ethereum,spUSDT,191,2146.166128028695,sp
2025-12-01,ethereum,spUSDT,198,0.0169596946572489,sp
2025-12-01,ethereum,spUSDT,202,49.84498894658262,sp
2025-12-01,ethereum,stUSDS,-999999,34483.22990336034,stusds
2025-12-01,ethereum,stUSDS,0,55.30583890452396,stusds
2025-12-01,ethereum,stUSDS,1,5440.326377182755,stusds
2025-12-01,ethereum,stUSDS,197,17503.738662265496,stusds
2025-12-01,optimism,sUSDC,127,4910.075319776932,susds_susdc
2025-12-01,optimism,sUSDC,128,42925.907127219,susds_susdc
2025-12-01,optimism,sUSDC,190,15.999244056260972,susds_susdc
2025-12-01,optimism,sUSDC,194,0.0971856718997322,susds_susdc
2025-12-01,optimism,sUSDC,1017,2.819093966780903e-20,susds_susdc
2025-12-01,optimism,sUSDS,1,154.27364645383466,psm3
2025-12-01,optimism,sUSDS,99,4036.332110852695,psm3
2025-12-01,optimism,sUSDS,128,12.112674279415137,psm3
2025-12-01,optimism,sUSDS,10000,7.742408945853424e-05,psm3
2025-12-01,optimism,sUSDS,10001,47852.07887672412,psm3
2025-12-01,unichain,sUSDC,0,3.7906344665657804e-10,susds_susdc
2025-12-01,unichain,sUSDC,127,158.36952095547394,susds_susdc
2025-12-01,unichain,sUSDC,128,2611.8599396386508,susds_susdc
2025-12-01,unichain,sUSDC,1017,0.0004649942068016,susds_susdc
2025-12-01,unichain,sUSDS,1,0.1077551340663133,psm3
2025-12-01,unichain,sUSDS,99,49281.30733096639,psm3
2025-12-01,unichain,sUSDS,128,0.2735701819479774,psm3
2025-12-01,unichain,sUSDS,10000,0.0001974637044434,psm3
2025-12-01,unichain,sUSDS,10001,2770.229925588568,psm3
2026-01-01,arbitrum,sUSDC,0,1.3442145887822702e-05,susds_susdc
2026-01-01,arbitrum,sUSDC,127,757.2641996945368,susds_susdc
2026-01-01,arbitrum,sUSDC,128,40809.98512542778,susds_susdc
2026-01-01,arbitrum,sUSDC,182,7.946903042544037e-06,susds_susdc
2026-01-01,arbitrum,sUSDC,190,0.0034437997711759,susds_susdc
2026-01-01,arbitrum,sUSDC,194,4.5541961267520765,susds_susdc
2026-01-01,arbitrum,sUSDC,196,0.0317921847436433,susds_susdc
2026-01-01,arbitrum,sUSDC,555,0.0040451400614592,susds_susdc
2026-01-01,arbitrum,sUSDC,1004,0.0045436160040001,susds_susdc
2026-01-01,arbitrum,sUSDC,1017,337.55747879307955,susds_susdc
2026-01-01,arbitrum,sUSDS,1,1193.0077982823664,psm3
2026-01-01,arbitrum,sUSDS,2,6.677213430514967e-15,psm3
2026-01-01,arbitrum,sUSDS,99,42902.15295499347,psm3
2026-01-01,arbitrum,sUSDS,128,568.8775216822689,psm3
2026-01-01,arbitrum,sUSDS,171,0.0002786453635136,psm3
2026-01-01,arbitrum,sUSDS,1004,1.36901142821362e-14,psm3
2026-01-01,arbitrum,sUSDS,3333,0.0020220646324671,psm3
2026-01-01,arbitrum,sUSDS,10000,25.945012201882356,psm3
2026-01-01,arbitrum,sUSDS,10001,41909.4048461718,psm3
2026-01-01,avalanche_c,spUSDC,128,18301.421135154003,sp
2026-01-01,avalanche_c,spUSDC,131,932.8561348561764,sp
2026-01-01,avalanche_c,spUSDC,190,9892.842223719652,sp
2026-01-01,avalanche_c,spUSDC,191,2164.429525847791,sp
2026-01-01,avalanche_c,spUSDC,198,1.6157823075441504e-05,sp
2026-01-01,base,sUSDC,0,0.0544993616905019,susds_susdc
2026-01-01,base,sUSDC,127,44.33254696414703,susds_susdc
2026-01-01,base,sUSDC,128,3764.190609544453,susds_susdc
2026-01-01,base,sUSDC,129,2.5779557833585005,susds_susdc
2026-01-01,base,sUSDC,182,0.0241803537710159,susds_susdc
2026-01-01,base,sUSDC,200,2.870425348069329e-05,susds_susdc
2026-01-01,base,sUSDC,205,0.0005949248945278,susds_susdc
2026-01-01,base,sUSDC,1004,0.0088337120811902,susds_susdc
2026-01-01,base,sUSDC,1017,14.73514050902637,susds_susdc
2026-01-01,base,sUSDS,1,675.0870302695029,psm3
2026-01-01,base,sUSDS,2,7.335805770829429e-18,psm3
2026-01-01,base,sUSDS,99,87413.48067294704,psm3
2026-01-01,base,sUSDS,128,780.3112161041225,psm3
2026-01-01,base,sUSDS,129,0.0004392706245131133,psm3
2026-01-01,base,sUSDS,170,1.3678634852662328e-05,psm3
2026-01-01,base,sUSDS,171,0.0018386307094766,psm3
2026-01-01,base,sUSDS,1004,1.3756531995665005e-19,psm3
2026-01-01,base,sUSDS,1015,6.430893286650413e-05,psm3
2026-01-01,base,sUSDS,1017,1.0629703330526996,psm3
2026-01-01,base,sUSDS,3333,0.7115666406756934,psm3
2026-01-01,base,sUSDS,9998,0.0008878885804577354,psm3
2026-01-01,base,sUSDS,10000,347.7958596983581,psm3
2026-01-01,base,sUSDS,10001,3825.924389857676,psm3
2026-01-01,ethereum,USDS,4001,28500.23359026769,usds_ref4001
2026-01-01,ethereum,USDS,9001,17730.23285334412,usds_aave
2026-01-01,ethereum,USDS-CLE,-999999,3577.671967725464,farms
2026-01-01,ethereum,USDS-CLE,0,0.0004236023101533,farms
2026-01-01,ethereum,USDS-CLE,1,5139.569418021428,farms
2026-01-01,ethereum,USDS-CLE,128,6597.992371524815,farms
2026-01-01,ethereum,USDS-CLE,1001,83.08763931095574,farms
2026-01-01,ethereum,USDS-CLE,1002,0.6355282217341335,farms
2026-01-01,ethereum,USDS-SKY,-999999,8027.601556603574,farms
2026-01-01,ethereum,USDS-SKY,0,93.8707458212155,farms
2026-01-01,ethereum,USDS-SKY,1,26939.33549502678,farms
2026-01-01,ethereum,USDS-SKY,128,24672.19592251117,farms
2026-01-01,ethereum,USDS-SKY,1001,1291.0061823694978,farms
2026-01-01,ethereum,USDS-SKY,1002,1.274195748941338,farms
2026-01-01,ethereum,USDS-SKY,1007,4114.426764723389,farms
2026-01-01,ethereum,USDS-SKY,1016,1201.0547443054504,farms
2026-01-01,ethereum,USDS-SKY,13425,858.0069494142158,farms
2026-01-01,ethereum,USDS-SPK,-999999,445.26837818831183,farms
2026-01-01,ethereum,USDS-SPK,0,0.0013089311383739,farms
2026-01-01,ethereum,USDS-SPK,1,14315.545141962417,farms
2026-01-01,ethereum,USDS-SPK,128,235384.7255214065,farms
2026-01-01,ethereum,USDS-SPK,1007,4375.433402403488,farms
2026-01-01,ethereum,sUSDC,0,35.64612998934022,susds_susdc
2026-01-01,ethereum,sUSDC,127,591.9719258034937,susds_susdc
2026-01-01,ethereum,sUSDC,128,252256.53858694804,susds_susdc
2026-01-01,ethereum,sUSDC,186,840.8570368959579,susds_susdc
2026-01-01,ethereum,sUSDC,188,1186.54009108743,susds_susdc
2026-01-01,ethereum,sUSDC,190,85.01652744725578,susds_susdc
2026-01-01,ethereum,sUSDC,192,56666.75697240863,susds_susdc
2026-01-01,ethereum,sUSDC,194,0.3238596521929458,susds_susdc
2026-01-01,ethereum,sUSDC,195,3879.9434461548944,susds_susdc
2026-01-01,ethereum,sUSDC,1017,181.5579595222001,susds_susdc
2026-01-01,ethereum,sUSDS,0,1151.1195951165948,susds_susdc
2026-01-01,ethereum,sUSDS,1,78673.60859978426,susds_susdc
2026-01-01,ethereum,sUSDS,99,997143.0770507538,susds_susdc
2026-01-01,ethereum,sUSDS,128,343495.50292272086,susds_susdc
2026-01-01,ethereum,sUSDS,183,21333.384118292208,susds_susdc
2026-01-01,ethereum,sUSDS,186,0.0417138729115813,susds_susdc
2026-01-01,ethereum,sUSDS,190,0.1582479686580367,susds_susdc
2026-01-01,ethereum,sUSDS,303,0.0018265284442567,susds_susdc
2026-01-01,ethereum,sUSDS,1001,876.50457859825,susds_susdc
2026-01-01,ethereum,sUSDS,1002,1967.5988770266629,susds_susdc
2026-01-01,ethereum,sUSDS,1003,72534.27934933257,susds_susdc
2026-01-01,ethereum,sUSDS,1004,3343.442120114896,susds_susdc
2026-01-01,ethereum,sUSDS,1007,1592.6490640759569,susds_susdc
2026-01-01,ethereum,sUSDS,1015,1.3281985939452612e-05,susds_susdc
2026-01-01,ethereum,sUSDS,1017,0.0406207043587643,susds_susdc
2026-01-01,ethereum,sUSDS,13425,0.0001670192247433,susds_susdc
2026-01-01,ethereum,spETH,-999999,0.0,sp
2026-01-01,ethereum,spETH,128,0.0,sp
2026-01-01,ethereum,spETH,186,0.0,sp
2026-01-01,ethereum,spETH,190,0.0,sp
2026-01-01,ethereum,spETH,205,0.0,sp
2026-01-01,ethereum,spETH,1017,0.0,sp
2026-01-01,ethereum,spPYUSD,128,37.63970015068171,sp
2026-01-01,ethereum,spPYUSD,132,0.0017896274734932,sp
2026-01-01,ethereum,spUSDC,128,28594.49963196506,sp
2026-01-01,ethereum,spUSDC,131,1601.0254115365997,sp
2026-01-01,ethereum,spUSDC,186,16.662048248800232,sp
2026-01-01,ethereum,spUSDC,190,389.7124722066081,sp
2026-01-01,ethereum,spUSDC,198,0.0163066752162524,sp
2026-01-01,ethereum,spUSDC,200,2.6460090789674466e-08,sp
2026-01-01,ethereum,spUSDC,202,0.4902043224762666,sp
2026-01-01,ethereum,spUSDC,205,0.0005315126059556,sp
2026-01-01,ethereum,spUSDC,1017,0.0238070409091449,sp
2026-01-01,ethereum,spUSDT,128,26236.946469230123,sp
2026-01-01,ethereum,spUSDT,130,284.56504668520626,sp
2026-01-01,ethereum,spUSDT,186,120.67323043612676,sp
2026-01-01,ethereum,spUSDT,190,119.0483729512008,sp
2026-01-01,ethereum,spUSDT,191,1238.8487513809762,sp
2026-01-01,ethereum,spUSDT,198,0.0023690493436559,sp
2026-01-01,ethereum,spUSDT,200,2.104809893031371,sp
2026-01-01,ethereum,spUSDT,202,29.89583632690229,sp
2026-01-01,ethereum,spUSDT,1017,0.0426587060963555,sp
2026-01-01,ethereum,stUSDS,-999999,2567.498843936495,stusds
2026-01-01,ethereum,stUSDS,0,0.0048703328296245,stusds
2026-01-01,ethereum,stUSDS,1,1800.5532416249337,stusds
2026-01-01,ethereum,stUSDS,197,6824.987655591928,stusds
2026-01-01,optimism,sUSDC,127,6144.263777393866,susds_susdc
2026-01-01,optimism,sUSDC,128,24259.682598424704,susds_susdc
2026-01-01,optimism,sUSDC,194,0.0813006325835792,susds_susdc
2026-01-01,optimism,sUSDC,1017,1.0578437030197343,susds_susdc
2026-01-01,optimism,sUSDS,1,129.08676989812363,psm3
2026-01-01,optimism,sUSDS,99,29421.932201828025,psm3
2026-01-01,optimism,sUSDS,128,566.3085890851019,psm3
2026-01-01,optimism,sUSDS,10000,9.530772750572972e-05,psm3
2026-01-01,optimism,sUSDS,10001,30405.08552015429,psm3
2026-01-01,unichain,sUSDC,0,2.1487127359137883e-10,susds_susdc
2026-01-01,unichain,sUSDC,127,43.71817476103787,susds_susdc
2026-01-01,unichain,sUSDC,128,1225.949505450007,susds_susdc
2026-01-01,unichain,sUSDC,1017,0.0003889907063633,susds_susdc
2026-01-01,unichain,sUSDS,1,0.5523649185591671,psm3
2026-01-01,unichain,sUSDS,99,42272.03526548557,psm3
2026-01-01,unichain,sUSDS,128,1.7547050955747872,psm3
2026-01-01,unichain,sUSDS,10000,0.0001600970642661,psm3
2026-01-01,unichain,sUSDS,10001,1269.6680692018472,psm3
2026-02-01,arbitrum,sUSDC,0,1.2179838859553775e-05,susds_susdc
2026-02-01,arbitrum,sUSDC,127,729.2157637222787,susds_susdc
2026-02-01,arbitrum,sUSDC,128,44149.045964462784,susds_susdc
2026-02-01,arbitrum,sUSDC,182,7.200635917689919e-06,susds_susdc
2026-02-01,arbitrum,sUSDC,190,0.0031204040357491,susds_susdc
2026-02-01,arbitrum,sUSDC,194,3.896902538253799,susds_susdc
2026-02-01,arbitrum,sUSDC,196,0.2233904436224951,susds_susdc
2026-02-01,arbitrum,sUSDC,200,0.1328411920627407,susds_susdc
2026-02-01,arbitrum,sUSDC,204,3.61945800260864,susds_susdc
2026-02-01,arbitrum,sUSDC,555,0.0038442402801141,susds_susdc
2026-02-01,arbitrum,sUSDC,1004,0.0041169401991496,susds_susdc
2026-02-01,arbitrum,sUSDC,1017,314.63129928176335,susds_susdc
2026-02-01,arbitrum,sUSDS,1,1321.9055431934646,psm3
2026-02-01,arbitrum,sUSDS,2,6.0501686028181706e-15,psm3
2026-02-01,arbitrum,sUSDS,99,88879.51688819332,psm3
2026-02-01,arbitrum,sUSDS,128,536.177170032937,psm3
2026-02-01,arbitrum,sUSDS,171,0.0002524787080039,psm3
2026-02-01,arbitrum,sUSDS,204,0.0003881084065803,psm3
2026-02-01,arbitrum,sUSDS,1004,1.0161328238436513e-14,psm3
2026-02-01,arbitrum,sUSDS,3333,0.0018466614646486,psm3
2026-02-01,arbitrum,sUSDS,10000,14.912594951655944,psm3
2026-02-01,arbitrum,sUSDS,10001,45200.77672060834,psm3
2026-02-01,avalanche_c,spUSDC,128,12648.190590432523,sp
2026-02-01,avalanche_c,spUSDC,131,791.6454659002068,sp
2026-02-01,avalanche_c,spUSDC,190,4849.476397729084,sp
2026-02-01,avalanche_c,spUSDC,191,26.126532534716148,sp
2026-02-01,avalanche_c,spUSDC,198,1.4220274200841092e-05,sp
2026-02-01,avalanche_c,spUSDC,202,3.593224053579985,sp
2026-02-01,base,sUSDC,0,0.0465100613662365,susds_susdc
2026-02-01,base,sUSDC,127,206.24413598503983,susds_susdc
2026-02-01,base,sUSDC,128,3139.688864474444,susds_susdc
2026-02-01,base,sUSDC,129,0.593354734238549,susds_susdc
2026-02-01,base,sUSDC,182,0.0219096575022875,susds_susdc
2026-02-01,base,sUSDC,200,0.0001230922496138,susds_susdc
2026-02-01,base,sUSDC,204,0.1755582186399668,susds_susdc
2026-02-01,base,sUSDC,205,0.0243030346865631,susds_susdc
2026-02-01,base,sUSDC,1004,0.0080041676811482,susds_susdc
2026-02-01,base,sUSDC,1017,6.548300264934973,susds_susdc
2026-02-01,base,sUSDS,1,548.075487613586,psm3
2026-02-01,base,sUSDS,2,6.646924749911301e-18,psm3
2026-02-01,base,sUSDS,99,79161.46094017221,psm3
2026-02-01,base,sUSDS,128,711.0427597456409,psm3
2026-02-01,base,sUSDS,129,0.2850639451955943,psm3
2026-02-01,base,sUSDS,170,1.2394119935495577e-05,psm3
2026-02-01,base,sUSDS,171,0.0016659710399319,psm3
2026-02-01,base,sUSDS,204,1.4391367235689004e-05,psm3
2026-02-01,base,sUSDS,205,9.92926170209157e-06,psm3
2026-02-01,base,sUSDS,1004,2.7723597403021305e-19,psm3
2026-02-01,base,sUSDS,1015,5.826989575030962e-05,psm3
2026-02-01,base,sUSDS,1017,0.012314499303932202,psm3
2026-02-01,base,sUSDS,3333,0.408386412852372,psm3
2026-02-01,base,sUSDS,9998,0.0018056617723542488,psm3
2026-02-01,base,sUSDS,10000,532.5416481541773,psm3
2026-02-01,base,sUSDS,10001,3353.3510636907804,psm3
2026-02-01,ethereum,USDS,4001,25181.35989069196,usds_ref4001
2026-02-01,ethereum,USDS,9001,14347.43615766222,usds_aave
2026-02-01,ethereum,USDS-CLE,-999999,2132.665476014648,farms
2026-02-01,ethereum,USDS-CLE,0,0.000382608538203,farms
2026-02-01,ethereum,USDS-CLE,1,4193.825801997757,farms
2026-02-01,ethereum,USDS-CLE,128,4966.638171624769,farms
2026-02-01,ethereum,USDS-CLE,1001,40.05611068360438,farms
2026-02-01,ethereum,USDS-CLE,1002,0.5740254905985722,farms
2026-02-01,ethereum,USDS-SKY,-999999,4570.906514113387,farms
2026-02-01,ethereum,USDS-SKY,0,84.77651254934602,farms
2026-02-01,ethereum,USDS-SKY,1,5782.404728469447,farms
2026-02-01,ethereum,USDS-SKY,128,3387.120502572885,farms
2026-02-01,ethereum,USDS-SKY,1001,810.0991426370302,farms
2026-02-01,ethereum,USDS-SKY,1002,1.150886482914757,farms
2026-02-01,ethereum,USDS-SKY,1007,2601.327043413359,farms
2026-02-01,ethereum,USDS-SKY,1016,167.53838068751205,farms
2026-02-01,ethereum,USDS-SKY,13425,774.9740188257433,farms
2026-02-01,ethereum,USDS-SPK,-999999,208.5922308892758,farms
2026-02-01,ethereum,USDS-SPK,0,0.0011822603830474,farms
2026-02-01,ethereum,USDS-SPK,1,17223.427140052314,farms
2026-02-01,ethereum,USDS-SPK,128,206409.47023664703,farms
2026-02-01,ethereum,USDS-SPK,1007,3023.763038076548,farms
2026-02-01,ethereum,USDS-SPK,1016,2.413963809930457e-05,farms
2026-02-01,ethereum,sUSDC,0,31.82602311636851,susds_susdc
2026-02-01,ethereum,sUSDC,127,623.2752135060786,susds_susdc
2026-02-01,ethereum,sUSDC,128,85313.68437223422,susds_susdc
2026-02-01,ethereum,sUSDC,186,1037.5779899606605,susds_susdc
2026-02-01,ethereum,sUSDC,188,270.23715633971824,susds_susdc
2026-02-01,ethereum,sUSDC,190,44.86216575179704,susds_susdc
2026-02-01,ethereum,sUSDC,192,41751.195888366565,susds_susdc
